Department,Number,Name,Term,Section,Instructor,Type,Status,Capacity,Availability
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,020,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,021,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,022,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,023,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,024,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,025,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,026,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,027,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,028,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,029,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,030,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,031,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,032,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,033,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,034,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,035,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,036,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,037,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,038,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,039,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,040,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,041,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,042,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,043,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,044,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,045,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,046,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,047,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,048,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,049,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,050,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,001,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,002,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,003,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,004,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,005,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,006,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,007,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,008,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,009,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,010,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,011,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,012,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,013,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,014,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,015,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,016,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,017,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,018,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,019,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,020,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,021,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,022,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,023,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,024,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,025,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,900,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,901,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,902,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,910,Staff,Independent or Special Studies,Closed,0,0
OAPI,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,911,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,F14,001,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,F14,002,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,F14,003,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,000,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,002,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,003,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,004,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,001,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,002,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,003,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,004,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,005,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,006,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,007,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,008,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,009,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,010,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,011,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,012,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,013,Staff,Independent or Special Studies,Closed,0,0
OAPI,488,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,014,Staff,Independent or Special Studies,Closed,0,0
OSTE,388,"OVERSEAS STUDIES: UNIVERSITY OF STELLENBOSCH, SOUTH AFRICA",F14,900,Staff,Independent or Special Studies,Closed,0,0
OSTE,388,"OVERSEAS STUDIES: UNIVERSITY OF STELLENBOSCH, SOUTH AFRICA",W15,900,Staff,Independent or Special Studies,Closed,0,0
OSTE,488,"OVERSEAS STUDIES: UNIVERSITY OF STELLENBOSCH, SOUTH AFRICA",W15,900,Staff,Independent or Special Studies,Closed,0,0
BRR,100,GREAT EXPERIMENTS IN BIORESOURCE SCIENCES,F14,001,"Crannell, W.",Lecture,Open,32,7
BRR,200,DEVELOPING A RESEARCH PROPOSAL: THEORY AND PRACTICE,W15,001,"Field, K.",Lecture,Open,33,32
BRR,350,INTRODUCTION TO REGIONAL BIOENERGY,F14,001,"Li, Z.",Lecture,Open,30,7
BRR,350,INTRODUCTION TO REGIONAL BIOENERGY,F14,400,"Freitas, S.",WWW,Open,20,14
BRR,401,RESEARCH AND SCHOLARSHIP,F14,001,"Crannell, W.",Research,Open,25,5
BRR,401,RESEARCH AND SCHOLARSHIP,W15,001,"Crannell, W.",Research,Open,40,38
BRR,401,RESEARCH AND SCHOLARSHIP,Sp15,001,"Crannell, W.",Research,Open,35,35
BRR,401,RESEARCH AND SCHOLARSHIP,Su15,001,"Crannell, W.",Research,Open,20,20
BRR,403,THESIS,F14,001,"Field, K.",Thesis,Open,25,22
BRR,403,THESIS,W15,001,"Field, K.",Thesis,Open,25,24
BRR,403,THESIS,Sp15,001,"Crannell, W.",Thesis,Open,25,25
BRR,403,THESIS,Su15,001,"Crannell, W.",Thesis,Open,10,10
BRR,405,READING AND CONFERENCE,F14,001,"Field, K.",Reading and Conference,Open,13,12
BRR,405,READING AND CONFERENCE,W15,001,"Crannell, W.",Reading and Conference,Open,25,25
BRR,405,READING AND CONFERENCE,Sp15,001,Staff,Reading and Conference,Open,10,10
BRR,405,READING AND CONFERENCE,Su15,001,"Crannell, W.",Reading and Conference,Open,10,10
BRR,406,PROJECTS: DATA PRESENTATIONS,W15,001,"Crannell, W.",Lecture,Open,21,16
BRR,407,SEMINAR,Sp15,001,"Crannell, W.",Seminar,Open,25,25
BRR,409,PRACTICUM: TEACHING AND PEER MENTORING,F14,001,"Crannell, W.",Practicum,Open,20,5
BRR,410,INTERNSHIP,F14,001,"Crannell, W.",Internship,Open,10,8
BRR,410,INTERNSHIP,W15,001,"Crannell, W.",Internship,Open,20,20
BRR,410,INTERNSHIP,W15,002,Staff,Final Exam,Closed,0,0
BRR,410,INTERNSHIP,Sp15,001,"Crannell, W.",Internship,Open,10,10
BRR,410,INTERNSHIP,Su15,001,"Crannell, W.",Internship,Open,10,10
BRR,450,INTERDISCIPLINARY RESEARCH: BIOENERGY FOCUS,W15,001,"Field, K.",Lecture,Open,30,29
BRR,499,SPECIAL TOPICS,W15,001,Staff,Lecture,Inactive-Not Offered,0,0
OGHA,388,"OVERSEAS STUDIES: ACCRA, GHANA",F14,910,Staff,Independent or Special Studies,Closed,0,0
OGHA,388,"OVERSEAS STUDIES: ACCRA, GHANA",W15,910,Staff,Independent or Special Studies,Open,1,1
ODEA,288,OVERSEAS STUDY CENTER IN AUSTRALIA,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,001,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,002,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,003,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,004,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,005,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,006,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,007,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,008,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,910,Staff,Independent or Special Studies,Open,1,1
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,F14,911,Staff,Independent or Special Studies,Open,1,1
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,W15,910,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,Sp15,002,Staff,Independent or Special Studies,Closed,0,0
ODEA,388,OVERSEAS STUDY CENTER IN AUSTRALIA,Sp15,003,Staff,Independent or Special Studies,Closed,0,0
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,001,"Jones, F.",Lecture,Open,144,144
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,010,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,011,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,012,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,013,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,014,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,015,"Jones, F.",Laboratory,Open,24,24
BOT,101,BOTANY: A HUMAN CONCERN,Sp15,016,Staff,Laboratory,Inactive-Not Offered,0,0
BOT,220,INTRODUCTION TO PLANT BIOLOGY,F14,001,"Curtis, M.",Lecture,Open,28,12
BOT,220,INTRODUCTION TO PLANT BIOLOGY,F14,010,"Esterson, A.",Laboratory,Open,28,12
BOT,220,INTRODUCTION TO PLANT BIOLOGY,F14,400,"Curtis, M.",Streaming Media,Open,40,28
BOT,220,INTRODUCTION TO PLANT BIOLOGY,Su15,400,"Curtis, M.",Streaming Media,Open,30,30
BOT,313,PLANT STRUCTURE,W15,001,"Stockey, R.",Lecture,Open,30,27
BOT,313,PLANT STRUCTURE,W15,010,"Stockey, R.",Laboratory,Open,30,27
BOT,313,PLANT STRUCTURE,Sp15,100,Staff,Lecture,Closed,0,0
BOT,321,PLANT SYSTEMATICS,F14,001,Staff,Lecture,Closed,0,0
BOT,321,PLANT SYSTEMATICS,Sp15,001,"Liston, A.",Lecture,Open,48,48
BOT,321,PLANT SYSTEMATICS,Sp15,010,"Liston, A.",Laboratory,Open,24,24
BOT,321,PLANT SYSTEMATICS,Sp15,011,"Liston, A.",Laboratory,Open,24,24
BOT,321,PLANT SYSTEMATICS,Sp15,012,Staff,Laboratory,Inactive-Not Offered,0,0
BOT,322,ECONOMIC AND ETHNOBOTANY: ROLE OF PLANTS IN HUMAN CULTURE,W15,400,"Stone, J.",WWW,Open,40,38
BOT,322,ECONOMIC AND ETHNOBOTANY: ROLE OF PLANTS IN HUMAN CULTURE,Sp15,400,"Stone, J.",WWW,Open,40,40
BOT,323,FLOWERING PLANTS OF THE WORLD,W15,001,"Liston, A.",Lecture,Open,24,20
BOT,331,PLANT PHYSIOLOGY,F14,001,Staff,Lecture,Closed,0,0
BOT,331,PLANT PHYSIOLOGY,W15,001,"Jaiswal, P.",Lecture,Open,72,65
BOT,331,PLANT PHYSIOLOGY,W15,010,"Jaiswal, P.",Recitation,Open,24,21
BOT,331,PLANT PHYSIOLOGY,W15,011,"Jaiswal, P.",Recitation,Open,24,23
BOT,331,PLANT PHYSIOLOGY,W15,012,Staff,Recitation,Inactive-Not Offered,0,0
BOT,331,PLANT PHYSIOLOGY,W15,013,"Jaiswal, P.",Recitation,Open,24,21
BOT,331,PLANT PHYSIOLOGY,W15,400,"Curtis, M.",Streaming Media,Open,45,39
BOT,331,PLANT PHYSIOLOGY,Sp15,400,"Curtis, M.",Streaming Media,Open,45,45
BOT,341,PLANT ECOLOGY,F14,400,"Stone, J.",Streaming Media,Open,30,2
BOT,341,PLANT ECOLOGY,Sp15,001,"Mc Evoy, P.",Lecture,Open,24,24
BOT,341,PLANT ECOLOGY,Sp15,010,"Mc Evoy, P.",Laboratory,Open,24,24
BOT,341,PLANT ECOLOGY,Sp15,400,"Stone, J.",Streaming Media,Open,30,30
BOT,341,PLANT ECOLOGY,Su15,400,"Stone, J.",Streaming Media,Open,30,30
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,001,"Johnson, K.",Lecture,Open,94,6
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,010,"Johnson, K.",Laboratory,Closed,24,0
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,011,"Johnson, K.",Laboratory,Closed,23,0
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,012,"Johnson, K.",Laboratory,Open,23,3
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,013,"Johnson, K.",Laboratory,Open,22,1
BOT,350,INTRODUCTORY PLANT PATHOLOGY,F14,400,"Stone, J.",WWW,Open,44,3
BOT,350,INTRODUCTORY PLANT PATHOLOGY,W15,001,Staff,Lecture,Closed,0,0
BOT,350,INTRODUCTORY PLANT PATHOLOGY,W15,400,"Stone, J.",WWW,Open,40,38
BOT,401,RESEARCH,F14,001,"Zasada, I.",Research,Open,20,17
BOT,401,RESEARCH,F14,002,Staff,Research,Open,20,20
BOT,401,RESEARCH,W15,001,Staff,Research,Open,60,59
BOT,401,RESEARCH,W15,002,Staff,Research,Open,60,60
BOT,401,RESEARCH,Sp15,001,Staff,Research,Open,60,60
BOT,401,RESEARCH,Sp15,002,Staff,Research,Open,60,60
BOT,401,RESEARCH,Sp15,003,Staff,Research,Open,20,20
BOT,401,RESEARCH,Su15,001,"Halse, R.",Research,Open,30,30
BOT,401,RESEARCH,Su15,002,"Kaye, T.",Research,Open,30,30
BOT,401,RESEARCH,Su15,003,Staff,Research,Open,10,10
BOT,403,THESIS,F14,001,"Liston, A.",Thesis,Open,30,30
BOT,403,THESIS,W15,001,Staff,Thesis,Open,30,30
BOT,403,THESIS,Sp15,001,Staff,Thesis,Open,10,10
BOT,405,READING AND CONFERENCE,F14,001,"Halse, R.",Reading and Conference,Open,10,10
BOT,405,READING AND CONFERENCE,F14,002,Staff,Reading and Conference,Open,10,10
BOT,405,READING AND CONFERENCE,F14,004,Staff,Reading and Conference,Closed,0,0
BOT,405,READING AND CONFERENCE,F14,005,"Johnson, K.",Reading and Conference,Closed,0,0
BOT,405,READING AND CONFERENCE,W15,001,Staff,Reading and Conference,Open,60,60
BOT,405,READING AND CONFERENCE,W15,002,Staff,Reading and Conference,Open,60,60
BOT,405,READING AND CONFERENCE,W15,004,Staff,Reading and Conference,Closed,0,0
BOT,405,READING AND CONFERENCE,Sp15,001,Staff,Reading and Conference,Open,60,60
BOT,405,READING AND CONFERENCE,Sp15,002,Staff,Reading and Conference,Open,60,60
BOT,405,READING AND CONFERENCE,Sp15,003,Staff,Reading and Conference,Open,20,20
BOT,405,READING AND CONFERENCE,Sp15,004,"Liston, A.",Reading and Conference,Open,4,4
BOT,405,READING AND CONFERENCE,Su15,001,"Halse, R.",Reading and Conference,Open,30,30
BOT,405,READING AND CONFERENCE,Su15,002,"Liston, A.",Reading and Conference,Open,30,30
BOT,405,READING AND CONFERENCE,Su15,003,Staff,Reading and Conference,Open,10,10
BOT,407,SEMINAR,F14,001,"Ciuffetti, L.",Seminar,Open,20,15
BOT,407,SEMINAR,W15,001,"Ciuffetti, L.",Seminar,Open,11,11
BOT,407,SEMINAR,Sp15,001,"Ciuffetti, L.",Seminar,Open,11,11
BOT,407H,SEMINAR,W15,001,"Zobel, D.",Seminar,Open,12,11
BOT,410,INTERNSHIP,F14,001,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,F14,002,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,W15,001,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,W15,002,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,Sp15,001,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,Sp15,002,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,Su15,001,"Halse, R.",Internship,Open,10,10
BOT,410,INTERNSHIP,Su15,002,"Halse, R.",Internship,Open,10,10
BOT,415,FOREST INSECT AND DISEASE MANAGEMENT,W15,001,"Stone, J.",Lecture,Open,40,33
BOT,415,FOREST INSECT AND DISEASE MANAGEMENT,W15,010,"Stone, J.",Recitation,Open,40,33
BOT,415,FOREST INSECT AND DISEASE MANAGEMENT,W15,011,"Stone, J.",Laboratory,Open,20,17
BOT,415,FOREST INSECT AND DISEASE MANAGEMENT,W15,012,"Stone, J.",Laboratory,Open,20,16
BOT,416,AQUATIC BOTANY,F14,001,"Halse, R.",Lecture,Open,30,2
BOT,416,AQUATIC BOTANY,F14,010,"Halse, R.",Laboratory,Open,30,2
BOT,425,FLORA OF THE PACIFIC NORTHWEST,Sp15,001,"Halse, R.",Lecture,Open,15,15
BOT,440,FIELD METHODS IN PLANT ECOLOGY,Sp15,400,"Thomas, D.",WWW,Open,30,30
BOT,440,FIELD METHODS IN PLANT ECOLOGY,Su15,400,"Thomas, D.",WWW,Open,18,18
BOT,442,PLANT POPULATION ECOLOGY,F14,001,"Jones, F.",Lecture,Open,12,9
BOT,442,PLANT POPULATION ECOLOGY,F14,010,"Jones, F.",Laboratory,Open,12,9
BOT,461,MYCOLOGY,F14,001,"Spatafora, J.",Lecture,Closed,17,-2
BOT,461,MYCOLOGY,F14,010,"Spatafora, J.",Laboratory,Closed,17,-2
BOT,465,LICHENOLOGY,Sp15,001,Staff,Lecture,Open,12,12
BOT,465,LICHENOLOGY,Sp15,010,Staff,Laboratory,Open,24,20
BOT,476,INTRODUCTION TO COMPUTING IN THE LIFE SCIENCES,Sp15,001,"Megraw, M.",Lecture,Open,6,6
BOT,476,INTRODUCTION TO COMPUTING IN THE LIFE SCIENCES,Sp15,010,"Megraw, M.",Laboratory,Open,6,6
BOT,480,PHOTOSYNTHESIS AND PHOTOBIOLOGY,Sp15,001,"Behrenfeld, M.",Lecture,Open,10,10
BOT,488,ENVIRONMENTAL PHYSIOLOGY OF PLANTS,W15,001,"Behrenfeld, M.",Lecture,Open,20,19
BOT,499,SPECIAL TOPICS,W15,001,"Ingham, R.",Lecture,Open,12,11
BOT,499,SPECIAL TOPICS,W15,002,"Halse, R.",Lecture,Open,24,23
OAHA,188,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,001,Staff,Independent or Special Studies,Closed,0,0
OAHA,188,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,002,Staff,Independent or Special Studies,Closed,0,0
OAHA,188,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,003,Staff,Independent or Special Studies,Closed,0,0
OAHA,188,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,004,Staff,Independent or Special Studies,Closed,0,0
OAHA,188,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,005,Staff,Independent or Special Studies,Closed,0,0
OAHA,288,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,001,Staff,Independent or Special Studies,Closed,0,0
OAHA,288,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,002,Staff,Independent or Special Studies,Closed,0,0
OAHA,288,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,003,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,F14,910,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,W15,910,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,001,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,002,Staff,Independent or Special Studies,Closed,0,0
OAHA,388,OVERSEAS STUDY CENTERS IN VARIOUS COUNTRIES,Su15,003,Staff,Independent or Special Studies,Closed,0,0
